Word,Guess,Actual,Predicted,Game-Status,word-length
ENDANGERED,ENDANGERED,1,1,correct,10
HEADERS,HEADERS,1,1,correct,7
CHEAT,CHEAT,1,1,correct,5
CUSTODY,CUSTO**,1,0,incomplete,7
INDIANAPOLIS,INDIANAPOLIS,1,1,correct,12
PARAMETER,*ARA*ETER,1,0,incomplete,9
BREEDS,*REE*S,1,0,incomplete,6
ARCHITECTURAL,ARC*ITECT*RAL,1,0,incomplete,13
PLAZA,*LA*A,1,0,incomplete,5
ENCLOSURE,ENCLOSURE,1,1,correct,9
MAKES,MA*ES,1,0,incomplete,5
PERFUME,*ER***E,1,0,incomplete,7
WALLPAPER,*ALL*A*ER,1,0,incomplete,9
ARRIVE,ARR**E,1,0,incomplete,6
THOUSAND,THOUSAND,1,1,correct,8
MILLENNIUM,*I**ENNI**,1,0,incomplete,10
VIDEOS,*IDE*S,1,0,incomplete,6
BAHAMAS,*A*A*AS,1,0,incomplete,7
SCOTTISH,SCOTTIS*,1,0,incomplete,8
EXAMPLES,EXAMPLES,1,1,correct,8
WARRANTY,*ARRANT*,1,0,incomplete,8
PUMPS,****S,1,0,incomplete,5
SPECIFICATIONS,SPECIFICATIONS,1,1,correct,14
PAYROLL,*A*R*LL,1,0,incomplete,7
TEENS,TEENS,1,1,correct,5
POLLS,POLLS,1,1,correct,5
BALLS,*ALLS,1,0,incomplete,5
PRIVACY,*RI*AC*,1,0,incomplete,7
COMPILER,COMPILER,1,1,correct,8
SYRACUSE,S*RACUSE,1,0,incomplete,8
CONFUSED,CONFUSED,1,1,correct,8
THINKS,T*IN*S,1,0,incomplete,6
MONTHLY,*ONT***,1,0,incomplete,7
CONSIDERATION,CONSIDERATION,1,1,correct,13
CASUAL,CAS*AL,1,0,incomplete,6
AUSTRALIA,AUSTRALIA,1,1,correct,9
ADDRESSED,ADDRESSED,1,1,correct,9
ALICE,AL**E,1,0,incomplete,5
AHEAD,A*EAD,1,0,incomplete,5
DETECTED,*ETE*TE*,1,0,incomplete,8
BRILLIANT,*RI**IANT,1,0,incomplete,9
ATTITUDE,ATTIT*DE,1,0,incomplete,8
REQUESTING,REQUESTING,1,1,correct,10
SCANNER,S*ANNER,1,0,incomplete,7
STAND,STAND,1,1,correct,5
CARTOON,CARTOO*,1,0,incomplete,7
SPECIFICATION,SPECIFICATION,1,1,correct,13
PLAYERS,PLAYERS,1,1,correct,7
CONVENTIONAL,CONVENTIONAL,1,1,correct,12
NODES,NO*ES,1,0,incomplete,5
SORRY,SORR*,1,0,incomplete,5
CREATIVE,CREATIVE,1,1,correct,8
ESSAYS,ESSA*S,1,0,incomplete,6
UKRAINE,**RAINE,1,0,incomplete,7
IMPORT,IMPORT,1,1,correct,6
POWERSELLER,PO*ERSE**ER,1,0,incomplete,11
MOSES,*OSES,1,0,incomplete,5
FREDERICK,*REDERIC*,1,0,incomplete,9
BASIN,*ASIN,1,0,incomplete,5
SAMPLE,SAMPLE,1,1,correct,6
PASSAGE,*ASSA*E,1,0,incomplete,7
SUBSTANCES,SUBSTAN*ES,1,0,incomplete,10
FELLOWSHIP,*E**O*S*IP,1,0,incomplete,10
HOUSES,*O*SES,1,0,incomplete,6
FORMULA,**R**LA,1,0,incomplete,7
COMPARED,C***ARE*,1,0,incomplete,8
CHECKS,**E**S,1,0,incomplete,6
REGARDED,RE*AR*E*,1,0,incomplete,8
BLADE,BLADE,1,1,correct,5
SOVIET,SO**ET,1,0,incomplete,6
SLUTS,SLUTS,1,1,correct,5
SUBURBAN,S***R*AN,1,0,incomplete,8
ENCOURAGING,ENCOURAGING,1,1,correct,11
BLACK,*LA**,1,0,incomplete,5
SYSTEMATIC,S*STE*ATIC,1,0,incomplete,10
LINDSAY,LINDSAY,1,1,correct,7
TRUCK,TR***,1,0,incomplete,5
REMOVAL,RE***AL,1,0,incomplete,7
CLARA,CLARA,1,1,correct,5
RECONSTRUCTION,RECONSTRUCTION,1,1,correct,14
CANYON,*AN**N,1,0,incomplete,6
TABLES,TABLES,1,1,correct,6
BRIEFS,*RIE*S,1,0,incomplete,6
REGARDS,REGARDS,1,1,correct,7
NEWEST,NE*EST,1,0,incomplete,6
PATCHES,PATCHES,1,1,correct,7
AMERICAN,A*ERICAN,1,0,incomplete,8
JOHNNY,******,1,0,incomplete,6
VELOCITY,VELOCITY,1,1,correct,8
STRAIN,STRAIN,1,1,correct,6
RESPONDED,RESPONDED,1,1,correct,9
MODULAR,****LAR,1,0,incomplete,7
CONSTRUCT,CONSTRUCT,1,1,correct,9
METROPOLITAN,METROPOLITAN,1,1,correct,12
CREATED,CREATE*,1,0,incomplete,7
ANTIVIRUS,ANTIVIRUS,1,1,correct,9
SALAD,SALAD,1,1,correct,5
BELONG,*EL*N*,1,0,incomplete,6
MOBILITY,*O*I*IT*,1,0,incomplete,8
REVENGE,RE*EN*E,1,0,incomplete,7
CREATES,*REATES,1,0,incomplete,7
ALGEBRA,AL*E*RA,1,0,incomplete,7
INTERVENTION,INTERVENTION,1,1,correct,12
SEVEN,SE*E*,1,0,incomplete,5
CONCLUDED,CONC**DED,1,0,incomplete,9
BOXING,*O*ING,1,0,incomplete,6
STEAM,STEAM,1,1,correct,5
READERS,READERS,1,1,correct,7
TREMENDOUS,TREMENDOUS,1,1,correct,10
APPEARS,APPEARS,1,1,correct,7
PERIPHERAL,*ERI**ERA*,1,0,incomplete,10
INSTRUMENT,INSTRU*ENT,1,0,incomplete,10
VERIZON,VERIZON,1,1,correct,7
SEEMS,SEE*S,1,0,incomplete,5
REPORTERS,REPORTERS,1,1,correct,9
WITHOUT,*IT*O*T,1,0,incomplete,7
TRAUMA,TRA**A,1,0,incomplete,6
GUARANTEES,GUARANTEES,1,1,correct,10
ANALYSES,ANAL*SES,1,0,incomplete,8
TURNED,TURNED,1,1,correct,6
AFFECTS,A**ECTS,1,0,incomplete,7
INSTANCES,INSTANCES,1,1,correct,9
CHAIR,CHAIR,1,1,correct,5
NOTRE,NOTRE,1,1,correct,5
RETAIN,RETAIN,1,1,correct,6
REGULARLY,RE**LARL*,1,0,incomplete,9
GIVING,GI*ING,1,0,incomplete,6
VOTING,*OTIN*,1,0,incomplete,6
LOOPS,LOOPS,1,1,correct,5
WRONG,WRONG,1,1,correct,5
DISHES,DIS*ES,1,0,incomplete,6
MOREOVER,*OREO*ER,1,0,incomplete,8
INTELLECTUAL,INTELLECT*AL,1,0,incomplete,12
FLORIDA,*L*RI*A,1,0,incomplete,7
PERRY,*ERR*,1,0,incomplete,5
MONEY,MONEY,1,1,correct,5
CORPORATE,COR*ORATE,1,0,incomplete,9
CONNECTION,CONNECTION,1,1,correct,10
CONSEQUENTLY,CONSEQUENTLY,1,1,correct,12
CROATIA,CR*ATIA,1,0,incomplete,7
NOTIFICATION,NOTI*ICATION,1,0,incomplete,12
CENTERS,CENTERS,1,1,correct,7
WIDELY,*IDEL*,1,0,incomplete,6
JULIA,**LIA,1,0,incomplete,5
SESSION,SESSI*N,1,0,incomplete,7
CONCERNED,CONCERNED,1,1,correct,9
WANTS,*ANTS,1,0,incomplete,5
PILOT,***OT,1,0,incomplete,5
MOVES,*O*ES,1,0,incomplete,5
ASHLEY,AS*LE*,1,0,incomplete,6
CORRECTED,CORRECTED,1,1,correct,9
ORIENTATION,ORIENTATION,1,1,correct,11
CLOUDS,CLO**S,1,0,incomplete,6
ADAPTERS,ADAPTERS,1,1,correct,8
INVESTIGATOR,INVESTIGATOR,1,1,correct,12
RELATING,RELATING,1,1,correct,8
MARTIAL,*ARTIAL,1,0,incomplete,7
ATTENDANCE,ATTENDANCE,1,1,correct,10
FAULT,*AULT,1,0,incomplete,5
QUERIES,**ERIES,1,0,incomplete,7
FIXTURES,*I*TURES,1,0,incomplete,8
FRIENDLY,*RIEN***,1,0,incomplete,8
SIZES,SI*ES,1,0,incomplete,5
LEONE,LEONE,1,1,correct,5
MONGOLIA,MONGOLIA,1,1,correct,8
PROTOTYPE,PROTOT*PE,1,0,incomplete,9
ASSETS,ASSETS,1,1,correct,6
CONSISTENCY,CONSISTENC*,1,0,incomplete,11
FLOYD,**O**,1,0,incomplete,5
DECLINE,DECLINE,1,1,correct,7
VISION,*ISION,1,0,incomplete,6
RUNTIME,RUNTIME,1,1,correct,7
ANNOYING,ANN**ING,1,0,incomplete,8
SODIUM,S**I**,1,0,incomplete,6
CIVIL,*I*IL,1,0,incomplete,5
ANGEL,ANGEL,1,1,correct,5
STRIPS,STRIPS,1,1,correct,6
ARGUE,ARG*E,1,0,incomplete,5
POSTAGE,P*STA*E,1,0,incomplete,7
FREELANCE,*REELANCE,1,0,incomplete,9
MATURE,MATURE,1,1,correct,6
BIOLOGICAL,*IOLO*ICAL,1,0,incomplete,10
PENNSYLVANIA,PENNS*L*ANIA,1,0,incomplete,12
ANTHONY,ANT*ON*,1,0,incomplete,7
FRUIT,*R*IT,1,0,incomplete,5
POWER,POWER,1,1,correct,5
RAILWAY,RAILWAY,1,1,correct,7
TELLS,TELLS,1,1,correct,5
ANTARCTICA,ANTARCTICA,1,1,correct,10
BEDROOMS,*EDROO*S,1,0,incomplete,8
EVALUATE,E*A**ATE,1,0,incomplete,8
FREQUENTLY,*RE**ENT**,1,0,incomplete,10
VITAL,*ITAL,1,0,incomplete,5
COMBINING,CO**ININ*,1,0,incomplete,9
FOUNDER,*OUNDER,1,0,incomplete,7
WARRANT,*ARRA*T,1,0,incomplete,7
CARTOONS,CARTOONS,1,1,correct,8
DAVID,*A***,1,0,incomplete,5
EIGHT,EI*HT,1,0,incomplete,5
TICKET,TIC*ET,1,0,incomplete,6
COORDINATOR,COORDINATOR,1,1,correct,11
COLON,*O*ON,1,0,incomplete,5
RESTRICTION,RESTRICTION,1,1,correct,11
SUPPLIED,SUPPLIED,1,1,correct,8
DONATIONS,DONATIONS,1,1,correct,9
FINGERS,FINGERS,1,1,correct,7
PASTOR,PASTOR,1,1,correct,6
ENCOURAGE,ENCOURAGE,1,1,correct,9
ARCHIVED,ARCHIVED,1,1,correct,8
SPECIALISTS,S*E*IALISTS,1,0,incomplete,11
LEGISLATIVE,LEGISLATIVE,1,1,correct,11
LICENCE,*I*EN*E,1,0,incomplete,7
FRIDGE,FRIDGE,1,1,correct,6
QUOTATIONS,*UOTATIONS,1,0,incomplete,10
PASSENGER,PASSENGER,1,1,correct,9
CLINICAL,*LINI*AL,1,0,incomplete,8
INPUTS,INPUTS,1,1,correct,6
REHABILITATION,REHABILITATION,1,1,correct,14
OPPOSITE,OPPOSITE,1,1,correct,8
DEMOCRATS,DEMOCRATS,1,1,correct,9
HIGHS,*I**S,1,0,incomplete,5
MELISSA,*ELISSA,1,0,incomplete,7
CINGULAR,CINGULAR,1,1,correct,8
CONSULTANTS,CONSULTANTS,1,1,correct,11
DEDICATED,DEDICATED,1,1,correct,9
SHINE,S*INE,1,0,incomplete,5
LYING,L*IN*,1,0,incomplete,5
HANDMADE,*AN**A*E,1,0,incomplete,8
WEBSHOTS,*E*S*OTS,1,0,incomplete,8
ONION,ONION,1,1,correct,5
PRINCIPLES,PRINCIPLES,1,1,correct,10
BRUSSELS,*R*SSE*S,1,0,incomplete,8
FAILED,FAILED,1,1,correct,6
TEXTURE,TE*T*RE,1,0,incomplete,7
RESPOND,RESPOND,1,1,correct,7
SAMPLING,SA***ING,1,0,incomplete,8
DOVER,DOVER,1,1,correct,5
PROCEED,PRO*EE*,1,0,incomplete,7
INTERACTIONS,INTERACTIONS,1,1,correct,12
QUANTUM,**ANT**,1,0,incomplete,7
HORIZONTAL,*ORI*ONTAL,1,0,incomplete,10
STRUCTURED,STRUCTURED,1,1,correct,10
COMPETING,CO*PETIN*,1,0,incomplete,9
BYTES,**TES,1,0,incomplete,5
CONCLUSIONS,CONC*USIONS,1,0,incomplete,11
SUBMISSIONS,S***ISSIONS,1,0,incomplete,11
SENDING,SENDING,1,1,correct,7
SALARY,SA*AR*,1,0,incomplete,6
KNIGHTS,KNIGHTS,1,1,correct,7
COUNTED,COUNTED,1,1,correct,7
SHAME,SHAME,1,1,correct,5
SQUIRT,S**IRT,1,0,incomplete,6
FORMATS,FORMATS,1,1,correct,7
CONVENIENCE,CON*ENIENCE,1,0,incomplete,11
CHARACTERIZATION,CHARACTERIZATION,1,1,correct,16
COMPLETED,CO***ETED,1,0,incomplete,9
DIRECTIVE,DIRECTI*E,1,0,incomplete,9
MONTH,*ONT*,1,0,incomplete,5
ELECT,ELE**,1,0,incomplete,5
HAMPSHIRE,HAMPSHIRE,1,1,correct,9
SEEKER,SEE*ER,1,0,incomplete,6
DRESSED,DRESSED,1,1,correct,7
DANGEROUS,DANGEROUS,1,1,correct,9
BLOOD,**OO*,1,0,incomplete,5
ROUTERS,RO*TERS,1,0,incomplete,7
PRODUCERS,PRODUCERS,1,1,correct,9
DEVIATION,DEVIATION,1,1,correct,9
ARGUMENT,ARGUMENT,1,1,correct,8
ALBUM,AL***,1,0,incomplete,5
PERSONALITY,PERSONALITY,1,1,correct,11
MAGIC,*A***,1,0,incomplete,5
GENETICS,*ENETICS,1,0,incomplete,8
NATURAL,*AT*RAL,1,0,incomplete,7
INSECTS,INSECTS,1,1,correct,7
LOOKUP,******,1,0,incomplete,6
CONTRIBUTOR,CONTRIBUTOR,1,1,correct,11
DESIGNATED,DESIGNATED,1,1,correct,10
GUIDE,****E,1,0,incomplete,5
PROPECIA,PROPECIA,1,1,correct,8
ASSOCIATES,ASSOCIATES,1,1,correct,10
ELECTRICITY,ELECTRICIT*,1,0,incomplete,11
COMPLETING,COMPLETING,1,1,correct,10
RETREAT,RETREAT,1,1,correct,7
NIGHTS,NIGHTS,1,1,correct,6
HOSTELS,*OSTE*S,1,0,incomplete,7
OWNED,O*NE*,1,0,incomplete,5
NAVIGATOR,NAVIGATOR,1,1,correct,9
DAUGHTERS,*A***TERS,1,0,incomplete,9
CLASS,*LASS,1,0,incomplete,5
CURRENCIES,C*RRENCIES,1,0,incomplete,10
AUTHORITIES,A*T*ORITIES,1,0,incomplete,11
FINISH,*INIS*,1,0,incomplete,6
CHICK,*****,1,0,incomplete,5
WANTED,WANTED,1,1,correct,6
KILLING,*ILLING,1,0,incomplete,7
RESEARCHERS,RESEARC*ERS,1,0,incomplete,11
REMEMBERED,RE*E**ERE*,1,0,incomplete,10
VERMONT,VERMONT,1,1,correct,7
SEVENTH,SE*ENT*,1,0,incomplete,7
ILLEGAL,ILLEGAL,1,1,correct,7
PROPOSALS,*RO*OSA*S,1,0,incomplete,9
STARRING,STARRING,1,1,correct,8
IDENTITY,IDENTIT*,1,0,incomplete,8
ASSOCIATED,ASSOCIATED,1,1,correct,10
EXISTED,E*ISTED,1,0,incomplete,7
BLOOMBERG,**OO**ER*,1,0,incomplete,9
COSTUME,COST**E,1,0,incomplete,7
ACROBAT,ACRO*AT,1,0,incomplete,7
EPISODE,EPISODE,1,1,correct,7
SATURN,SATURN,1,1,correct,6
VOTES,**TES,1,0,incomplete,5
HOURLY,*O*R**,1,0,incomplete,6
ABOUT,A***T,1,0,incomplete,5
WHEREVER,**ERE*ER,1,0,incomplete,8
REACTION,REACTION,1,1,correct,8
ACCESSORY,ACCESSORY,1,1,correct,9
CELLS,*ELLS,1,0,incomplete,5
SHORTLY,S*ORT**,1,0,incomplete,7
TREATED,TREATE*,1,0,incomplete,7
OVERNIGHT,OVERNIGHT,1,1,correct,9
PENINSULA,PENINSULA,1,1,correct,9
CREST,CREST,1,1,correct,5
COMPLETION,COMPLETION,1,1,correct,10
STRAIGHT,STRAIGHT,1,1,correct,8
ARISING,ARISING,1,1,correct,7
HUNDRED,HUNDRED,1,1,correct,7
SECRETARY,SECRETAR*,1,0,incomplete,9
CHEST,**EST,1,0,incomplete,5
LANCASTER,LANCASTER,1,1,correct,9
NATION,NATION,1,1,correct,6
CONCERNS,CONCERNS,1,1,correct,8
ALPHABETICAL,ALPHABETICAL,1,1,correct,12
NEWSPAPERS,NE*S*A*ERS,1,0,incomplete,10
PROSPECTIVE,PROSPECTIVE,1,1,correct,11
ARKANSAS,AR*ANSAS,1,0,incomplete,8
HOTMAIL,**T*AIL,1,0,incomplete,7
MISTAKE,**STA*E,1,0,incomplete,7
WORLDCAT,WORLDCAT,1,1,correct,8
COMMITMENTS,COMMITMENTS,1,1,correct,11
SPECIFICS,S*ECI*ICS,1,0,incomplete,9
FISCAL,*ISCAL,1,0,incomplete,6
PENDANT,PENDANT,1,1,correct,7
GOTHIC,*OT*IC,1,0,incomplete,6
NORMAN,NORMAN,1,1,correct,6
BROOK,*ROO*,1,0,incomplete,5
DISTRIBUTE,DISTRIBUTE,1,1,correct,10
NOMINATED,NO*INATED,1,0,incomplete,9
EROTIC,EROTIC,1,1,correct,6
REMOTE,RE*OTE,1,0,incomplete,6
BEDFORD,*E**OR*,1,0,incomplete,7
ISSUED,ISS*ED,1,0,incomplete,6
ALPHA,AL**A,1,0,incomplete,5
WESLEY,*ESLE*,1,0,incomplete,6
EXCITING,E*CITING,1,0,incomplete,8
THONGS,THONGS,1,1,correct,6
CANADIAN,CANA*IAN,1,0,incomplete,8
WHEREAS,**EREAS,1,0,incomplete,7
CONSULTANT,CONS*LTANT,1,0,incomplete,10
ASSIGN,ASSIGN,1,1,correct,6
COMBINATION,CO**INATION,1,0,incomplete,11
HELPED,*EL*ED,1,0,incomplete,6
STRING,STRING,1,1,correct,6
OMAHA,**A*A,1,0,incomplete,5
FILLING,*ILLING,1,0,incomplete,7
EMERGING,E*ERGING,1,0,incomplete,8
ANTIBODY,ANTIBODY,1,1,correct,8
ROMANIA,R*MANIA,1,0,incomplete,7
LOADS,LOADS,1,1,correct,5
PLACEMENT,*LACE*ENT,1,0,incomplete,9
PORCELAIN,PORCELAIN,1,1,correct,9
FEEDBACK,*EE**A**,1,0,incomplete,8
ROTARY,R*TAR*,1,0,incomplete,6
ECONOMIES,ECONOMIES,1,1,correct,9
LAFAYETTE,LA*A*ETTE,1,0,incomplete,9
RESULTS,RES**TS,1,0,incomplete,7
CENTRES,CENTRES,1,1,correct,7
REQUEST,RE**EST,1,0,incomplete,7
RECIPIENTS,RECIPIENTS,1,1,correct,10
BALLOT,*ALLOT,1,0,incomplete,6
NIGHTMARE,NIGHTMARE,1,1,correct,9
TREATMENTS,TREATMENTS,1,1,correct,10
SWISS,S*ISS,1,0,incomplete,5
SPIDER,SPIDER,1,1,correct,6
BERKELEY,*ER*E*E*,1,0,incomplete,8
RELATIONSHIPS,RELATIONSHIPS,1,1,correct,13
GUATEMALA,**ATE*ALA,1,0,incomplete,9
BELIEVED,*E*IE*ED,1,0,incomplete,8
DONORS,*ONORS,1,0,incomplete,6
WORSE,WORSE,1,1,correct,5
LARGEST,LARGEST,1,1,correct,7
VOLVO,*O**O,1,0,incomplete,5
VOCAL,***AL,1,0,incomplete,5
IMPRESSION,IMPRESSION,1,1,correct,10
INVENTION,IN*ENTION,1,0,incomplete,9
CONFERENCE,CON*ERENCE,1,0,incomplete,10
THURSDAY,THURSDAY,1,1,correct,8
REDUCING,RED**ING,1,0,incomplete,8
SPHERE,S**ERE,1,0,incomplete,6
HIGHLIGHTS,*I***I**TS,1,0,incomplete,10
CLOTHING,CLOTHING,1,1,correct,8
NORTHEAST,NORTHEAST,1,1,correct,9
VERNON,*ERNON,1,0,incomplete,6
INFECTION,IN*ECTION,1,0,incomplete,9
HEAVILY,*EA*IL*,1,0,incomplete,7
ALONE,ALONE,1,1,correct,5
NOTION,NOTION,1,1,correct,6
BEDROOM,*E*ROO*,1,0,incomplete,7
STUFF,STU**,1,0,incomplete,5
ACTUALLY,A*T*A***,1,0,incomplete,8
CLOSES,*LOSES,1,0,incomplete,6
WORKED,*OR*ED,1,0,incomplete,6
ANYWAY,AN**A*,1,0,incomplete,6
ROLLER,RO**ER,1,0,incomplete,6
DRAWN,DRA**,1,0,incomplete,5
MOVIE,****E,1,0,incomplete,5
JENNY,*ENN*,1,0,incomplete,5
CAMPBELL,*A***ELL,1,0,incomplete,8
ORIENTED,ORIENTED,1,1,correct,8
POSSESSION,POSSESSION,1,1,correct,10
CONVICTION,CON*ICTION,1,0,incomplete,10
TREATMENT,TREATMENT,1,1,correct,9
RESULT,RES**T,1,0,incomplete,6
ATLANTA,AT*ANTA,1,0,incomplete,7
MATERIAL,MATERIAL,1,1,correct,8
CONTROLLER,CONTROLLER,1,1,correct,10
COMBINED,C***INED,1,0,incomplete,8
TIMELINE,TI*E*INE,1,0,incomplete,8
BELIZE,*EL**E,1,0,incomplete,6
PAYPAL,*A**AL,1,0,incomplete,6
DRAWINGS,DRAWINGS,1,1,correct,8
ENABLING,ENABLING,1,1,correct,8
SETTINGS,SETTINGS,1,1,correct,8
YESTERDAY,*ESTER*A*,1,0,incomplete,9
TREND,TREND,1,1,correct,5
MILAN,MILAN,1,1,correct,5
PLATFORMS,*LAT*ORMS,1,0,incomplete,9
INCIDENCE,INCIDENCE,1,1,correct,9
DIFFERENTLY,DIFFERENTLY,1,1,correct,11
FINAL,*INAL,1,0,incomplete,5
INSTITUTIONS,INSTIT*TIONS,1,0,incomplete,12
PRIMARILY,PRIMARIL*,1,0,incomplete,9
COMPLIANCE,COMPLIANCE,1,1,correct,10
DOCTRINE,DOCTRINE,1,1,correct,8
SURVIVE,S*RVIVE,1,0,incomplete,7
STICKER,STICKER,1,1,correct,7
SUPPLIERS,S****IERS,1,0,incomplete,9
INDICATORS,INDICATORS,1,1,correct,10
OBVIOUSLY,***I**S**,1,0,incomplete,9
ADDITIONAL,A**ITIONAL,1,0,incomplete,10
PHYSIOLOGY,***SIO*O**,1,0,incomplete,10
MARILYN,MARILYN,1,1,correct,7
TAKEN,TA*E*,1,0,incomplete,5
SKILL,S*ILL,1,0,incomplete,5
HIRED,*IRED,1,0,incomplete,5
INTERFACES,INTERFACES,1,1,correct,10
ACHIEVEMENTS,ACHIEVEMENTS,1,1,correct,12
ORACLE,*RACLE,1,0,incomplete,6
SYNTHESIS,S*NT*ESIS,1,0,incomplete,9
CAPABILITIES,CAPABILITIES,1,1,correct,12
MODEL,*O*EL,1,0,incomplete,5
CAMCORDERS,CAMCORDERS,1,1,correct,10
BUTTERFLY,**TTER***,1,0,incomplete,9
SHADOW,S*A***,1,0,incomplete,6
FINANCE,*INAN*E,1,0,incomplete,7
FESTIVALS,FESTIVALS,1,1,correct,9
CARDS,CAR*S,1,0,incomplete,5
FINANCIAL,*INANCIA*,1,0,incomplete,9
INSTRUCTOR,INSTRUCTOR,1,1,correct,10
TENANT,TENANT,1,1,correct,6
SURPLUS,S*R***S,1,0,incomplete,7
PROFILE,*R**ILE,1,0,incomplete,7
PLAYER,PLAYER,1,1,correct,6
HEALTHY,HEALTHY,1,1,correct,7
FORGE,*OR*E,1,0,incomplete,5
MARIA,*AR*A,1,0,incomplete,5
METHODS,*ET*O*S,1,0,incomplete,7
STOCKINGS,STOC*IN*S,1,0,incomplete,9
CERTIFICATE,CERTI*ICATE,1,0,incomplete,11
MAKERS,*A*ERS,1,0,incomplete,6
DIRECTOR,DIRECTOR,1,1,correct,8
PRODUCE,PRO***E,1,0,incomplete,7
PLANTS,PLANTS,1,1,correct,6
MILLIONS,*I**IONS,1,0,incomplete,8
CLUSTERS,CLUSTERS,1,1,correct,8
FUTURE,*UTURE,1,0,incomplete,6
TWICE,T*I*E,1,0,incomplete,5
COMPUTERS,COMPUTERS,1,1,correct,9
SPERM,S*ER*,1,0,incomplete,5
TSUNAMI,TS*NA*I,1,0,incomplete,7
INTEGRATE,INTEGRATE,1,1,correct,9
WORDS,WORDS,1,1,correct,5
REVELATION,REVELATION,1,1,correct,10
COLORADO,*OLORA*O,1,0,incomplete,8
FILLED,FILLED,1,1,correct,6
RANCH,RA*CH,1,0,incomplete,5
BASICALLY,*ASICA***,1,0,incomplete,9
VESSELS,*ESSE*S,1,0,incomplete,7
CALIF,*ALI*,1,0,incomplete,5
LAYERS,LAYERS,1,1,correct,6
REVERSE,RE*ERSE,1,0,incomplete,7
INCLUDE,INCLUDE,1,1,correct,7
MERCURY,*ER**R*,1,0,incomplete,7
VIENNA,**ENNA,1,0,incomplete,6
TWINKS,T*IN*S,1,0,incomplete,6
TRICKS,TRICKS,1,1,correct,6
EXIST,EXIST,1,1,correct,5
HONEY,*ONE*,1,0,incomplete,5
VERTEX,*ERTE*,1,0,incomplete,6
UNKNOWN,*N*N**N,1,0,incomplete,7
SIMULTANEOUSLY,SIMULTANEOUSLY,1,1,correct,14
KAREN,*ARE*,1,0,incomplete,5
SUITE,SUITE,1,1,correct,5
CERTIFICATES,CERTIFICATES,1,1,correct,12
SHEET,S*EET,1,0,incomplete,5
RECRUITING,RECRUITING,1,1,correct,10
SPONSORS,S*ONSORS,1,0,incomplete,8
INTAKE,INTAKE,1,1,correct,6
EBOOK,E****,1,0,incomplete,5
MEETINGS,MEETINGS,1,1,correct,8
FRANCISCO,FRANCISCO,1,1,correct,9
MEDIAN,MEDIAN,1,1,correct,6
STATIC,STATIC,1,1,correct,6
PROCESSOR,PROCESSOR,1,1,correct,9
CELTIC,CELTIC,1,1,correct,6
INSPECTOR,INSPECTOR,1,1,correct,9
GENTLE,GENTLE,1,1,correct,6
PERSPECTIVE,PERSPECTI*E,1,0,incomplete,11
ENHANCEMENTS,EN*AN*EMENTS,1,0,incomplete,12
DOMINICAN,DOMINICAN,1,1,correct,9
GADGETS,*A**ETS,1,0,incomplete,7
CODING,CODING,1,1,correct,6
LASTING,LASTING,1,1,correct,7
LAUGHING,LA*GHING,1,0,incomplete,8
SPECIALLY,S*ECIA***,1,0,incomplete,9
CONTRIBUTION,CONTRIBUTION,1,1,correct,12
EXCHANGES,E*C*AN*ES,1,0,incomplete,9
VOLUNTEERS,VOLUNTEERS,1,1,correct,10
CINCINNATI,CINCINNATI,1,1,correct,10
BANKRUPTCY,*AN*R**TC*,1,0,incomplete,10
EAGLE,EA*LE,1,0,incomplete,5
BUDAPEST,***APEST,1,0,incomplete,8
SUBSIDIARY,S**SIDIAR*,1,0,incomplete,10
OUTLINED,OUTLINED,1,1,correct,8
VIOLIN,*I**IN,1,0,incomplete,6
MEMBRANE,*E**RANE,1,0,incomplete,8
CIVIC,*****,1,0,incomplete,5
LETTER,*ETTER,1,0,incomplete,6
VETERAN,*ETERAN,1,0,incomplete,7
GIBRALTAR,*I*RALTAR,1,0,incomplete,9
CHAINS,**AINS,1,0,incomplete,6
EXHAUST,E*HA*ST,1,0,incomplete,7
REPRODUCE,RE*ROD*CE,1,0,incomplete,9
DOLLARS,*OLLARS,1,0,incomplete,7
PROCESSING,PROCESSING,1,1,correct,10
DISTANT,DISTANT,1,1,correct,7
THREATS,THREATS,1,1,correct,7
HARDWOOD,*AR**OO*,1,0,incomplete,8
JESUS,*ES*S,1,0,incomplete,5
FUCKING,****ING,1,0,incomplete,7
NORTON,*ORTO*,1,0,incomplete,6
MICROPHONE,MICROPHONE,1,1,correct,10
KLEIN,*LEI*,1,0,incomplete,5
SUGGESTING,SUGGESTING,1,1,correct,10
JACKETS,JACKETS,1,1,correct,7
LEXINGTON,*E*IN*TON,1,0,incomplete,9
FORGOT,FORGOT,1,1,correct,6
RESOLUTIONS,RESOLUTIONS,1,1,correct,11
ENSURING,ENS*RING,1,0,incomplete,8
COOPER,COOPER,1,1,correct,6
STAKEHOLDERS,STAKEHOLDERS,1,1,correct,12
HEREIN,*EREIN,1,0,incomplete,6
RISKS,*IS*S,1,0,incomplete,5
LOTTERY,*OTTER*,1,0,incomplete,7
SPECIES,S*E*IES,1,0,incomplete,7
PROTEINS,PROTEINS,1,1,correct,8
APART,APART,1,1,correct,5
DESIGN,DESIGN,1,1,correct,6
MALES,MALES,1,1,correct,5
WIKIPEDIA,*I*I*E*IA,1,0,incomplete,9
SMOKE,S*O*E,1,0,incomplete,5
